time[sec],ax[m/s^2],ay[m/s^2],az[m/s^2],roll_rate[deg/s],pitch_rate[deg/s],yaw_rate[deg/s],roll[deg],pitch[deg],yaw[deg],lat[deg],lon[deg],alt[m],gss_linear_x[m/s],gss_linear_y[m/s],gss_linear_z[m/s],gss_angular_x[rad/s],gss_angular_y[rad/s],gss_angular_z[rad/s]
0.0,-0.007276403717696667,-0.004617534577846527,-9.787067413330078,0.014604904207214282,-0.023932982928676124,-0.0004415077283927832,0.00015708981663919985,-0.00014538819959852844,0.000926971435546875,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.007276403717696667,-0.004617534577846527,-9.787067413330078,0.014604904207214282,-0.023932982928676124,-0.0004415077283927832,0.00015708981663919985,-0.00014538819959852844,0.000926971435546875,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.01634955033659935,0.0006393371149897575,-9.80027961730957,0.014604904207214282,-0.023932982928676124,-0.0004415077283927832,0.0002122466394212097,0.00032761850161477923,-0.0006000909488648176,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.01634955033659935,0.0006393371149897575,-9.80027961730957,0.014604904207214282,-0.023932982928676124,-0.0004415077283927832,0.0002122466394212097,0.00032761850161477923,-0.0006000909488648176,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.01634955033659935,0.0006393371149897575,-9.80027961730957,0.014604904207214282,-0.023932982928676124,-0.0004415077283927832,0.0002122466394212097,0.00032761850161477923,-0.0006000909488648176,47.64146799988571,-122.14016500004271,122.24545288085938,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.01634955033659935,0.0006393371149897575,-9.80027961730957,0.014604904207214282,-0.023932982928676124,-0.0004415077283927832,0.0002122466394212097,0.00032761850161477923,-0.0006000909488648176,47.64146799988571,-122.14016500004271,122.24545288085938,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.01634955033659935,0.0006393371149897575,-9.80027961730957,0.014604904207214282,-0.023932982928676124,-0.0004415077283927832,0.0002122466394212097,0.00032761850161477923,-0.0006000909488648176,47.64146799988571,-122.14016500004271,122.24545288085938,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.01634955033659935,0.0006393371149897575,-9.80027961730957,0.014604904207214282,-0.023932982928676124,-0.0004415077283927832,0.0002122466394212097,0.00032761850161477923,-0.0006000909488648176,47.64146799988571,-122.14016500004271,122.24545288085938,0.0,0.0,0.0,0.0,0.0,0.0
0.1,-0.006968356668949127,0.01672937348484993,-9.793294906616211,0.014604904207214282,-0.023932982928676124,-0.0004415077283927832,0.00046095746802166104,0.0007675665547139943,0.00012396169768180698,47.64146799988571,-122.14016500004271,122.24545288085938,0.0,0.0,0.0,0.0,0.0,0.0
0.1,-0.006968356668949127,0.01672937348484993,-9.793294906616211,0.014604904207214282,-0.023932982928676124,-0.0004415077283927832,0.00046095746802166104,0.0007675665547139943,0.00012396169768180698,47.64146799988571,-122.14016500004271,122.24545288085938,0.0,0.0,0.0,0.0,0.0,0.0
